,model_code,dataset_name,base_model_code,constraint_code,eps,base_model_code_mean,base_model_code_error,best_gap__mean,best_gap__error,best_iter__mean,best_iter__error,constraint_code_mean,constraint_code_error,eps_mean,eps_error,full_train_DemographicParity_mean,full_train_DemographicParity_error,full_train_EqualizedOdds_mean,full_train_EqualizedOdds_error,full_train_TNRB_mean,full_train_TNRB_error,full_train_TPRB_mean,full_train_TPRB_error,full_train_di_mean,full_train_di_error,full_train_error_mean,full_train_error_error,full_train_f1_mean,full_train_f1_error,full_train_precision_mean,full_train_precision_error,full_train_recall_mean,full_train_recall_error,last_iter__mean,last_iter__error,n_oracle_calls__mean,n_oracle_calls__error,n_oracle_calls_dummy_returned__mean,n_oracle_calls_dummy_returned__error,random_seed_mean,random_seed_error,test_DemographicParity_mean,test_DemographicParity_error,test_EqualizedOdds_mean,test_EqualizedOdds_error,test_TNRB_mean,test_TNRB_error,test_TPRB_mean,test_TPRB_error,test_accuracy_mean,test_accuracy_error,test_di_mean,test_di_error,test_error_mean,test_error_error,test_f1_mean,test_f1_error,test_precision_mean,test_precision_error,test_recall_mean,test_recall_error,train_DemographicParity_mean,train_DemographicParity_error,train_EqualizedOdds_mean,train_EqualizedOdds_error,train_TNRB_mean,train_TNRB_error,train_TPRB_mean,train_TPRB_error,train_accuracy_mean,train_accuracy_error,train_di_mean,train_di_error,train_error_mean,train_error_error,train_f1_mean,train_f1_error,train_fractions_mean,train_fractions_error,train_precision_mean,train_precision_error,train_recall_mean,train_recall_error,train_test_fold_mean,train_test_fold_error,train_test_seed_mean,train_test_seed_error,grid_fractime_oracles_mean,grid_fractime_oracles_error,oracle_execution_times__mean,oracle_execution_times__error,time_mean,time_error,grid_oracle_times_mean,grid_oracle_times_error,size
0,LogisticRegression,adult,,,,,0.0,,0.0,,0.0,,0.0,,0.0,0.10924107275889407,0.03765426533588721,0.06590342398006137,0.0803230893696505,0.0698893164687784,0.04013690258923713,0.06588165445647363,0.1422993102678277,0.33758359197089377,0.13181084759769096,0.15933161524630704,0.014137204519078461,0.6313390695761619,0.05797952927219818,0.7128961934878983,0.046032016564107714,0.567850375897771,0.1056870285361805,,0.0,,0.0,,0.0,50.0,2.484137711719548,0.10895237638625897,0.031567474533790905,0.0658148265549343,0.08705915252267749,0.9300588238792799,0.034017429377144026,0.9334593496198028,0.1429889691476799,0.8401767729927294,0.00902104311679175,0.33472952608786627,0.1589639406841316,0.15982322700727053,0.009021043116791666,0.6293111545165169,0.052288392347009216,0.7126202276107042,0.0276386387027191,0.5645919950011581,0.09881900779451991,0.13074673864147546,0.031272966445608924,0.14937773575761476,0.125798987679318,0.9314003298078468,0.08217248441713737,0.8235546752988614,0.13770314961943808,0.8529914529914531,0.04241077942594185,0.3116346591152327,0.28222182808984425,0.14700854700854696,0.042410779425941764,0.6960041141229577,0.13319904182723108,0.018,0.0,0.7735493310406203,0.0803711734569752,0.634573095952975,0.18811985145953802,1.0,2.484137711719546,49.0,0.0,,0.0,,0.0,0.42505233333333337,0.07315690582548251,,0.0,3
