,model_code,dataset_name,base_model_code,constraint_code,eps,train_TPRB,base_model_code_mean,base_model_code_error,best_gap__mean,best_gap__error,best_iter__mean,best_iter__error,constraint_code_mean,constraint_code_error,eps_mean,eps_error,last_iter__mean,last_iter__error,n_oracle_calls__mean,n_oracle_calls__error,n_oracle_calls_dummy_returned__mean,n_oracle_calls_dummy_returned__error,random_seed_mean,random_seed_error,test_DemographicParity_mean,test_DemographicParity_error,test_EqualizedOdds_mean,test_EqualizedOdds_error,test_TNRB_mean,test_TNRB_error,test_TPRB_mean,test_TPRB_error,test_accuracy_mean,test_accuracy_error,test_di_mean,test_di_error,test_error_mean,test_error_error,test_f1_mean,test_f1_error,test_precision_mean,test_precision_error,test_recall_mean,test_recall_error,train_DemographicParity_mean,train_DemographicParity_error,train_EqualizedOdds_mean,train_EqualizedOdds_error,train_TNRB_mean,train_TNRB_error,train_TPRB_mean,train_TPRB_error,train_accuracy_mean,train_accuracy_error,train_di_mean,train_di_error,train_error_mean,train_error_error,train_f1_mean,train_f1_error,train_fractions_mean,train_fractions_error,train_precision_mean,train_precision_error,train_recall_mean,train_recall_error,train_test_fold_mean,train_test_fold_error,train_test_seed_mean,train_test_seed_error,grid_fractime_oracles_mean,grid_fractime_oracles_error,grid_oracle_times_mean,grid_oracle_times_error,oracle_execution_times__mean,oracle_execution_times__error,time_mean,time_error,size
0,LogisticRegression,adult,,,,0.9077916110176227,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,42.0,0.0,0.1193370812295686,0.0,0.0870172549065415,0.0,0.9284846597025977,0.0,0.8975852749546603,0.0,0.8530495669799153,0.0,0.3095497443146385,0.0,0.1469504330200847,0.0,0.6661084362570651,0.0,0.7355524734165511,0.0,0.608645753634277,0.0,0.1197417207782803,0.0,0.0783427311021116,0.0,0.9249622152284163,0.0,0.9077916110176227,0.0,0.8523978440134519,0.0,0.3031545488112247,0.0,0.1476021559865481,0.0,0.6633039092055486,0.0,1.0,0.0,0.7358358591746328,0.0,0.6037880237229768,0.0,0.0,0.0,42.0,0.0,,0.0,,0.0,,0.0,0.814326,0.0,1
1,LogisticRegression,adult,,,,0.8852512414678629,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,43.0,0.0,0.1219749801492896,0.0,0.099589020560653,0.0,0.9244407386435988,0.0,0.8827889690474799,0.0,0.8529574350469873,0.0,0.2843694948430324,0.0,0.1470425649530127,0.0,0.6621507197290432,0.0,0.7412322274881517,0.0,0.5983167559296098,0.0,0.1235403461478298,0.0,0.0974936362428202,0.0,0.921941681787682,0.0,0.8852512414678629,0.0,0.8520292993043719,0.0,0.2890534745941296,0.0,0.1479707006956281,0.0,0.663241769763053,0.0,1.0,0.0,0.7337044769195082,0.0,0.6051272240290798,0.0,1.0,0.0,42.0,0.0,,0.0,,0.0,,0.0,0.7561249999999999,0.0,1
2,LogisticRegression,adult,,,,0.890773704163244,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,44.0,0.0,0.1234585691272418,0.0,0.0876124369345286,0.0,0.9185870582045155,0.0,0.8968777938243588,0.0,0.8491661291808716,0.0,0.2925576289662323,0.0,0.1508338708191283,0.0,0.6576030119221921,0.0,0.7250922509225092,0.0,0.6016073478760046,0.0,0.121667326218387,0.0,0.092804744855943,0.0,0.9255550219318119,0.0,0.890773704163244,0.0,0.8539248203427308,0.0,0.2960676125936177,0.0,0.1460751796572692,0.0,0.66722636163291,0.0,1.0,0.0,0.7391304347826086,0.0,0.6080719204284621,0.0,2.0,0.0,42.0,0.0,,0.0,,0.0,,0.0,0.750676,0.0,1
