,model_code,dataset_name,base_model_code,constraint_code,eps,base_model_code_mean,base_model_code_error,best_gap__mean,best_gap__error,best_iter__mean,best_iter__error,constraint_code_mean,constraint_code_error,eps_mean,eps_error,last_iter__mean,last_iter__error,n_oracle_calls__mean,n_oracle_calls__error,n_oracle_calls_dummy_returned__mean,n_oracle_calls_dummy_returned__error,random_seed_mean,random_seed_error,test_DemographicParity_mean,test_DemographicParity_error,test_EqualizedOdds_mean,test_EqualizedOdds_error,test_TNRB_mean,test_TNRB_error,test_TPRB_mean,test_TPRB_error,test_accuracy_mean,test_accuracy_error,test_di_mean,test_di_error,test_error_mean,test_error_error,test_f1_mean,test_f1_error,test_precision_mean,test_precision_error,test_recall_mean,test_recall_error,train_DemographicParity_mean,train_DemographicParity_error,train_EqualizedOdds_mean,train_EqualizedOdds_error,train_TNRB_mean,train_TNRB_error,train_TPRB_mean,train_TPRB_error,train_accuracy_mean,train_accuracy_error,train_di_mean,train_di_error,train_error_mean,train_error_error,train_f1_mean,train_f1_error,train_fractions_mean,train_fractions_error,train_precision_mean,train_precision_error,train_recall_mean,train_recall_error,train_test_fold_mean,train_test_fold_error,train_test_seed_mean,train_test_seed_error,grid_fractime_oracles_mean,grid_fractime_oracles_error,grid_oracle_times_mean,grid_oracle_times_error,oracle_execution_times__mean,oracle_execution_times__error,time_mean,time_error,size
0,LogisticRegression,adult,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,43.0,2.484137711719548,0.12159021016870002,0.00518566444233505,0.09140623746724102,0.01761935238195944,0.9238374855169039,0.01236181522237001,0.8924173459421664,0.02073241207513621,0.8517243770692581,0.005504815688750386,0.2954922893746344,0.031906465782660154,0.1482756229307419,0.005504815688750331,0.6619540559694334,0.010572791349503619,0.733958983942404,0.020337961383986136,0.6028566191466305,0.013107812787815254,0.12164979771483236,0.004718304959642983,0.08954703740029162,0.024797715466246206,0.9241529729826367,0.004813853502962151,0.8946055188829098,0.029185094430195013,0.8527839878868515,0.002496626768667909,0.296091878666324,0.01751458291978719,0.14721601211314847,0.002496626768667909,0.6645906802005039,0.005670736217769812,1.0,0.0,0.7362235902922499,0.0067908375367511375,0.6056623893935063,0.005444028585992355,1.0,2.484137711719546,42.0,0.0,,0.0,,0.0,,0.0,0.7737089999999999,0.08764213935194465,3
